molecule_id,index,NumRotBonds
57,1193,8
57,1194,8
57,1195,8
57,1197,8
57,1198,8
57,1199,8
57,1200,8
57,1202,8
57,1203,8
57,1204,8
57,1206,8
57,1207,8
57,1208,8
57,1209,8
57,1210,8
57,1211,8
57,1212,8
57,1213,8
57,1214,8
57,1215,8
57,1216,8
57,1217,8
57,1218,8
57,1219,8
57,1221,8
57,1223,8
57,1224,8
57,1225,8
57,1226,8
57,1227,8
57,1228,8
57,1229,8
57,1231,8
57,1232,8
57,1233,8
57,1234,8
57,1235,8
57,1236,8
57,1237,8
57,1238,8
57,1239,8
57,1240,8
57,1241,8
57,1242,8
57,1243,8
57,1244,8
57,1245,8
57,1248,8
57,1249,8
57,1250,8
57,1253,8
57,1256,8
57,1258,8
57,1260,8
57,1261,8
57,1262,8
57,1265,8
57,1266,8
57,1267,8
57,1268,8
57,1270,8
57,1271,8
57,1274,8
57,1276,8
57,1277,8
57,1279,8
57,1280,8
57,1281,8
57,1282,8
57,1283,8
57,1284,8
57,1286,8
57,1287,8
57,1289,8
57,1291,8
57,1292,8
57,1293,8
58,1294,0
58,1298,0
58,1299,0
58,1309,0
59,1315,2
60,1316,3
60,1317,3
60,1318,3
60,1322,3
60,1334,3
60,1342,3
61,1351,2
62,1352,0
64,1358,1
65,1370,1
66,1371,4
66,1374,4
66,1378,4
66,1379,4
66,1383,4
66,1384,4
66,1385,4
67,1387,2
68,1392,0
69,1397,3
69,1398,3
69,1399,3
69,1400,3
69,1402,3
69,1404,3
69,1405,3
69,1408,3
69,1410,3
69,1411,3
69,1413,3
69,1415,3
69,1419,3
69,1421,3
70,1433,3
71,1434,2
71,1435,2
71,1436,2
71,1437,2
71,1443,2
71,1444,2
71,1445,2
71,1446,2
71,1450,2
71,1457,2
71,1469,2
72,1479,3
72,1480,3
72,1481,3
72,1485,3
72,1488,3
72,1506,3
74,1513,2
76,1535,3
76,1536,3
76,1537,3
76,1538,3
76,1539,3
76,1540,3
76,1545,3
77,1551,1
77,1552,1
77,1558,1
77,1588,1
78,1603,3
78,1604,3
78,1608,3
78,1609,3
78,1610,3
79,1619,2
80,1620,2
80,1623,2
81,1629,1
82,1630,3
82,1631,3
83,1635,2
84,1636,0
85,1637,4
86,1643,6
86,1644,6
86,1645,6
86,1646,6
86,1648,6
86,1649,6
86,1650,6
86,1652,6
86,1653,6
86,1655,6
86,1656,6
86,1658,6
86,1660,6
86,1661,6
86,1662,6
86,1663,6
86,1664,6
86,1665,6
86,1667,6
86,1669,6
86,1670,6
86,1671,6
86,1674,6
86,1676,6
86,1677,6
86,1678,6
86,1679,6
86,1681,6
86,1682,6
86,1683,6
86,1684,6
86,1686,6
86,1687,6
86,1688,6
86,1689,6
86,1692,6
86,1693,6
86,1694,6
86,1695,6
86,1696,6
86,1697,6
86,1699,6
86,1702,6
86,1703,6
86,1704,6
86,1706,6
86,1709,6
86,1711,6
86,1713,6
86,1715,6
86,1716,6
86,1717,6
86,1718,6
86,1720,6
86,1722,6
86,1728,6
86,1731,6
86,1733,6
86,1734,6
86,1736,6
86,1738,6
86,1741,6
86,1744,6
86,1748,6
86,1749,6
86,1750,6
86,1751,6
86,1756,6
86,1758,6
86,1760,6
86,1761,6
87,1765,6
87,1766,6
87,1767,6
87,1768,6
87,1770,6
87,1771,6
87,1775,6
87,1777,6
87,1785,6
87,1786,6
87,1791,6
87,1792,6
87,1797,6
87,1800,6
87,1807,6
87,1816,6
87,1819,6
87,1822,6
87,1832,6
88,1835,2
89,1846,3
90,1847,3
91,1848,4
91,1849,4
91,1851,4
91,1852,4
91,1853,4
91,1854,4
91,1855,4
91,1856,4
91,1861,4
91,1862,4
91,1865,4
91,1866,4
91,1869,4
91,1875,4
91,1876,4
91,1879,4
92,1890,2
94,1908,6
94,1909,6
94,1912,6
94,1913,6
94,1914,6
94,1916,6
94,1917,6
94,1918,6
94,1921,6
94,1922,6
94,1925,6
94,1927,6
94,1931,6
94,1933,6
94,1934,6
94,1946,6
95,1964,3
95,1965,3
95,1967,3
95,1969,3
95,1970,3
95,1971,3
95,1973,3
95,1975,3
95,1977,3
95,1978,3
95,1980,3
95,1984,3
95,1985,3
95,1987,3
95,1991,3
95,1999,3
96,2003,3
100,2125,3
100,2126,3
100,2127,3
100,2128,3
100,2129,3
100,2130,3
100,2131,3
100,2134,3
100,2135,3
100,2139,3
100,2148,3
100,2159,3
100,2163,3
100,2164,3
101,2165,5
101,2166,5
101,2167,5
101,2168,5
101,2169,5
101,2171,5
101,2172,5
101,2173,5
101,2174,5
101,2175,5
101,2178,5
101,2180,5
101,2186,5
101,2188,5
101,2189,5
101,2190,5
101,2194,5
101,2196,5
101,2197,5
101,2199,5
101,2200,5
101,2201,5
101,2204,5
101,2213,5
101,2216,5
101,2220,5
102,2227,2
103,2238,8
103,2239,8
103,2240,8
103,2241,8
103,2242,8
103,2243,8
103,2244,8
103,2245,8
103,2246,8
103,2247,8
103,2248,8
103,2249,8
103,2250,8
103,2251,8
103,2252,8
103,2253,8
103,2254,8
103,2255,8
103,2256,8
103,2257,8
103,2258,8
103,2259,8
103,2260,8
103,2261,8
103,2262,8
103,2263,8
103,2264,8
103,2265,8
103,2266,8
103,2267,8
103,2268,8
103,2269,8
103,2270,8
103,2271,8
103,2272,8
103,2273,8
103,2274,8
103,2275,8
103,2276,8
103,2277,8
103,2278,8
103,2279,8
103,2280,8
103,2281,8
103,2282,8
103,2283,8
103,2284,8
103,2285,8
103,2286,8
103,2287,8
103,2288,8
103,2289,8
103,2290,8
103,2291,8
103,2292,8
103,2293,8
103,2294,8
103,2295,8
103,2296,8
103,2297,8
103,2298,8
103,2299,8
103,2300,8
103,2301,8
103,2302,8
103,2303,8
103,2304,8
103,2305,8
103,2306,8
103,2307,8
103,2310,8
103,2312,8
103,2313,8
103,2314,8
103,2315,8
103,2316,8
103,2317,8
103,2319,8
103,2320,8
103,2321,8
103,2322,8
103,2323,8
103,2324,8
103,2325,8
103,2326,8
103,2327,8
103,2328,8
103,2329,8
103,2331,8
103,2332,8
103,2333,8
103,2334,8
103,2335,8
103,2336,8
103,2337,8
103,2338,8
103,2339,8
103,2340,8
103,2341,8
103,2342,8
103,2344,8
103,2345,8
103,2346,8
103,2348,8
103,2350,8
103,2353,8
103,2354,8
103,2355,8
103,2356,8
103,2357,8
103,2360,8
103,2361,8
103,2362,8
103,2363,8
103,2364,8
103,2365,8
103,2367,8
103,2368,8
103,2370,8
103,2371,8
103,2372,8
103,2373,8
103,2374,8
103,2375,8
103,2376,8
103,2377,8
103,2378,8
103,2379,8
103,2380,8
103,2381,8
103,2382,8
103,2384,8
103,2385,8
103,2386,8
103,2387,8
103,2388,8
103,2390,8
103,2391,8
103,2392,8
105,2430,3
105,2431,3
105,2433,3
105,2434,3
105,2435,3
105,2436,3
105,2441,3
105,2460,3
106,2463,6
106,2464,6
106,2465,6
106,2466,6
106,2467,6
106,2468,6
106,2470,6
106,2471,6
106,2474,6
106,2475,6
106,2478,6
106,2481,6
106,2484,6
106,2485,6
106,2494,6
107,2511,0
108,2512,2
108,2513,2
108,2517,2
111,2609,2
111,2610,2
112,2619,1
112,2620,1
113,2630,3
113,2632,3
114,2638,2
114,2640,2
114,2642,2
115,2648,4
115,2649,4
115,2650,4
115,2651,4
115,2652,4
115,2656,4
115,2657,4
115,2665,4
115,2667,4
115,2674,4
115,2677,4
116,2686,6
116,2689,6
116,2698,6
116,2699,6
117,2754,5
117,2755,5
117,2756,5
117,2759,5
117,2761,5
117,2762,5
117,2764,5
117,2767,5
117,2769,5
117,2770,5
117,2771,5
117,2772,5
117,2775,5
118,2780,4
118,2785,4
118,2786,4
118,2787,4
119,2794,4
119,2795,4
120,2802,1
120,2803,1
120,2804,1
120,2805,1
120,2807,1
120,2808,1
120,2809,1
120,2810,1
120,2811,1
120,2812,1
120,2814,1
120,2815,1
120,2816,1
120,2817,1
120,2818,1
120,2828,1
122,2862,0
123,2863,3
124,2864,6
124,2866,6
124,2881,6
124,2886,6
125,2901,1
125,2903,1
125,2904,1
125,2909,1
125,2916,1
125,2928,1
126,2941,2
128,2979,3
128,2980,3
128,2982,3
128,2984,3
128,2985,3
128,2987,3
130,3038,2
130,3039,2
130,3040,2
130,3041,2
130,3043,2
130,3057,2
131,3065,2
132,3066,0
133,3072,1
135,3114,2
135,3115,2
135,3118,2
135,3122,2
136,3131,2
136,3132,2
137,3141,3
137,3142,3
139,3211,2
140,3212,6
140,3213,6
140,3214,6
140,3215,6
140,3216,6
140,3217,6
140,3219,6
140,3220,6
140,3222,6
140,3224,6
140,3225,6
140,3226,6
140,3228,6
140,3229,6
140,3231,6
140,3232,6
140,3233,6
140,3234,6
140,3239,6
140,3242,6
140,3243,6
140,3250,6
140,3256,6
141,3258,8
141,3259,8
141,3260,8
141,3261,8
141,3262,8
141,3263,8
141,3265,8
141,3266,8
141,3267,8
141,3268,8
141,3270,8
141,3271,8
141,3273,8
141,3274,8
141,3275,8
141,3280,8
141,3281,8
141,3283,8
141,3284,8
141,3285,8
141,3286,8
141,3287,8
141,3288,8
141,3289,8
141,3290,8
141,3292,8
141,3293,8
141,3295,8
141,3296,8
141,3298,8
141,3300,8
141,3303,8
141,3304,8
141,3305,8
141,3307,8
141,3309,8
141,3310,8
141,3311,8
141,3312,8
141,3315,8
141,3317,8
141,3318,8
141,3320,8
141,3323,8
141,3324,8
141,3325,8
141,3326,8
141,3331,8
141,3333,8
141,3349,8
141,3354,8
141,3357,8
141,3360,8
141,3365,8
142,3366,2
142,3367,2
144,3419,3
144,3425,3
145,3431,2
145,3443,2
146,3447,3
146,3448,3
146,3449,3
146,3450,3
147,3452,4
147,3453,4
147,3454,4
147,3455,4
147,3456,4
147,3457,4
147,3458,4
147,3460,4
147,3461,4
147,3483,4
147,3487,4
148,3493,3
150,3601,4
150,3602,4
152,3642,2
152,3643,2
152,3644,2
152,3646,2
154,3681,4
154,3682,4
154,3684,4
154,3686,4
154,3688,4
154,3692,4
155,3699,1
155,3700,1
155,3702,1
155,3703,1
155,3704,1
155,3705,1
155,3707,1
155,3708,1
155,3709,1
155,3710,1
155,3711,1
155,3713,1
155,3716,1
155,3721,1
155,3723,1
155,3727,1
155,3731,1
156,3733,3
156,3734,3
157,3738,7
157,3739,7
157,3740,7
157,3741,7
157,3742,7
157,3743,7
157,3744,7
157,3745,7
157,3746,7
157,3747,7
157,3748,7
157,3749,7
157,3750,7
157,3751,7
157,3752,7
157,3753,7
157,3754,7
157,3755,7
157,3757,7
157,3758,7
157,3759,7
157,3760,7
157,3761,7
157,3762,7
157,3763,7
157,3764,7
157,3765,7
157,3766,7
157,3767,7
157,3769,7
157,3771,7
157,3772,7
157,3773,7
157,3774,7
157,3775,7
157,3777,7
157,3778,7
157,3779,7
157,3782,7
157,3783,7
157,3784,7
157,3785,7
157,3786,7
157,3787,7
157,3789,7
157,3790,7
157,3791,7
157,3792,7
157,3793,7
157,3794,7
157,3795,7
157,3796,7
157,3798,7
157,3800,7
157,3801,7
157,3802,7
157,3803,7
157,3804,7
157,3805,7
157,3806,7
157,3808,7
157,3809,7
157,3811,7
157,3813,7
157,3814,7
157,3815,7
157,3817,7
157,3822,7
157,3824,7
157,3827,7
157,3828,7
157,3829,7
157,3831,7
157,3832,7
157,3833,7
157,3834,7
158,3835,1
158,3836,1
158,3837,1
158,3841,1
159,3855,3
159,3856,3
159,3857,3
159,3859,3
159,3860,3
159,3861,3
159,3862,3
159,3863,3
159,3864,3
159,3868,3
159,3870,3
159,3872,3
159,3875,3
159,3882,3
159,3885,3
159,3898,3
159,3902,3
159,3907,3
160,3917,2
161,3918,2
161,3921,2
161,3922,2
161,3934,2
162,3947,3
162,3948,3
162,3949,3
162,3950,3
162,3951,3
162,3952,3
162,3954,3
162,3956,3
162,3962,3
162,3963,3
162,3969,3
162,3972,3
162,3981,3
162,3982,3
162,3984,3
162,3989,3
162,3993,3
163,3995,1
164,3996,2
164,3997,2
164,3999,2
165,4050,1
165,4052,1
165,4061,1
166,4069,3
166,4072,3
169,4128,3
169,4131,3
169,4132,3
170,4143,4
170,4144,4
170,4145,4
170,4146,4
170,4147,4
170,4148,4
170,4150,4
170,4151,4
170,4152,4
170,4153,4
170,4155,4
170,4159,4
170,4160,4
170,4161,4
170,4163,4
170,4164,4
170,4167,4
170,4169,4
170,4170,4
170,4172,4
170,4174,4
170,4175,4
170,4177,4
170,4185,4
170,4188,4
172,4218,4
172,4219,4
172,4220,4
172,4221,4
172,4222,4
172,4223,4
172,4224,4
172,4225,4
172,4226,4
172,4227,4
172,4228,4
172,4229,4
172,4231,4
172,4239,4
172,4242,4
172,4251,4
172,4253,4
172,4280,4
173,4292,5
173,4293,5
173,4294,5
173,4295,5
173,4296,5
173,4298,5
173,4301,5
173,4306,5
174,4319,4
174,4320,4
174,4321,4
174,4322,4
174,4324,4
174,4325,4
174,4326,4
174,4327,4
174,4328,4
174,4332,4
174,4336,4
174,4341,4
174,4345,4
174,4352,4
174,4354,4
175,4361,4
175,4362,4
176,4370,2
177,4371,4
177,4372,4
177,4373,4
177,4374,4
177,4375,4
177,4376,4
177,4377,4
177,4378,4
177,4382,4
177,4384,4
177,4385,4
177,4386,4
177,4391,4
177,4393,4
177,4395,4
177,4400,4
177,4402,4
177,4403,4
177,4406,4
177,4410,4
177,4411,4
177,4415,4
177,4425,4
177,4426,4
177,4429,4
177,4437,4
178,4444,2
181,4525,1
181,4527,1
182,4534,4
182,4535,4
182,4536,4
182,4537,4
182,4538,4
182,4540,4
182,4541,4
182,4544,4
182,4545,4
182,4547,4
182,4548,4
182,4549,4
182,4552,4
182,4554,4
182,4555,4
182,4556,4
182,4557,4
182,4559,4
182,4566,4
182,4570,4
182,4581,4
182,4583,4
183,4585,2
184,4597,4
184,4598,4
184,4599,4
184,4600,4
184,4602,4
184,4603,4
184,4604,4
184,4605,4
184,4606,4
184,4607,4
184,4612,4
184,4614,4
184,4615,4
184,4619,4
184,4620,4
184,4621,4
184,4625,4
184,4637,4
184,4638,4
184,4641,4
187,4720,0
189,4833,4
189,4834,4
189,4835,4
189,4836,4
189,4838,4
189,4840,4
189,4841,4
189,4844,4
189,4846,4
189,4850,4
189,4851,4
189,4864,4
191,4886,0
192,4893,3
192,4894,3
192,4895,3
194,4982,2
194,4983,2
194,4986,2
194,4987,2
194,4988,2
194,4993,2
195,4996,5
195,4998,5
195,4999,5
195,5000,5
195,5001,5
195,5002,5
195,5011,5
195,5012,5
195,5021,5
195,5030,5
195,5033,5
195,5035,5
196,5037,6
196,5038,6
196,5039,6
196,5040,6
196,5041,6
196,5042,6
196,5044,6
196,5045,6
196,5046,6
196,5047,6
196,5049,6
196,5050,6
196,5051,6
196,5052,6
196,5053,6
196,5054,6
196,5057,6
196,5058,6
196,5059,6
196,5060,6
196,5061,6
196,5062,6
196,5070,6
196,5072,6
196,5074,6
196,5076,6
196,5077,6
196,5080,6
196,5081,6
196,5082,6
196,5083,6
196,5086,6
196,5087,6
196,5091,6
196,5095,6
196,5096,6
196,5098,6
197,5099,3
198,5100,2
199,5104,3
199,5105,3
199,5106,3
199,5111,3
201,5130,3
201,5131,3
201,5134,3
201,5135,3
202,5149,2
203,5150,2
204,5151,3
204,5152,3
204,5153,3
204,5154,3
204,5156,3
204,5158,3
204,5159,3
204,5160,3
204,5163,3
204,5165,3
204,5167,3
204,5168,3
204,5181,3
204,5184,3
204,5191,3
204,5198,3
204,5200,3
204,5204,3
205,5205,0
206,5209,2
206,5211,2
206,5212,2
206,5214,2
207,5218,6
207,5219,6
207,5220,6
207,5221,6
207,5222,6
207,5223,6
207,5224,6
207,5225,6
207,5226,6
207,5227,6
207,5228,6
207,5230,6
207,5231,6
207,5233,6
207,5234,6
207,5235,6
207,5236,6
207,5237,6
207,5238,6
207,5239,6
207,5240,6
207,5241,6
207,5242,6
207,5243,6
207,5244,6
207,5245,6
207,5248,6
207,5249,6
207,5250,6
207,5251,6
207,5253,6
207,5255,6
207,5256,6
207,5257,6
207,5258,6
207,5259,6
207,5260,6
207,5263,6
207,5265,6
207,5268,6
207,5269,6
207,5272,6
207,5274,6
207,5275,6
207,5276,6
207,5277,6
207,5280,6
207,5282,6
207,5283,6
207,5284,6
207,5285,6
207,5286,6
207,5288,6
207,5292,6
207,5296,6
207,5297,6
207,5298,6
208,5303,0
209,5307,2
209,5310,2
210,5311,2
211,5312,2
213,5323,0
214,5327,0
215,5334,2
216,5335,4
216,5336,4
216,5337,4
216,5348,4
216,5351,4
217,5361,3
218,5362,2
219,5363,1
219,5367,1
220,5374,5
220,5375,5
220,5376,5
220,5377,5
220,5378,5
220,5379,5
220,5381,5
220,5382,5
220,5383,5
220,5386,5
220,5387,5
220,5391,5
220,5396,5
220,5399,5
220,5400,5
220,5402,5
220,5403,5
220,5407,5
220,5409,5
220,5410,5
220,5411,5
220,5413,5
220,5421,5
220,5422,5
220,5423,5
220,5424,5
220,5427,5
221,5428,4
221,5429,4
221,5432,4
221,5433,4
221,5434,4
221,5435,4
221,5436,4
221,5438,4
221,5442,4
221,5443,4
221,5448,4
221,5455,4
222,5467,2
223,5468,1
223,5469,1
224,5479,2
225,5480,6
225,5481,6
225,5482,6
225,5483,6
225,5484,6
225,5486,6
225,5487,6
225,5488,6
225,5493,6
225,5501,6
226,5510,1
227,5511,4
227,5512,4
227,5513,4
227,5515,4
227,5521,4
227,5522,4
227,5529,4
227,5533,4
227,5540,4
228,5545,4
228,5547,4
228,5548,4
228,5549,4
228,5554,4
229,5569,3
229,5570,3
229,5571,3
229,5572,3
229,5573,3
229,5574,3
229,5579,3
230,5584,0
232,5588,0
233,5589,3
233,5591,3
234,5594,2
234,5595,2
234,5596,2
234,5599,2
234,5600,2
234,5603,2
234,5604,2
234,5607,2
234,5608,2
234,5612,2
234,5614,2
234,5615,2
234,5616,2
234,5619,2
234,5622,2
234,5623,2
234,5630,2
234,5632,2
234,5633,2
234,5635,2
235,5644,5
235,5645,5
235,5646,5
235,5648,5
235,5651,5
235,5652,5
235,5655,5
235,5657,5
235,5665,5
237,5686,4
237,5687,4
237,5688,4
237,5689,4
237,5691,4
237,5696,4
237,5706,4
237,5710,4
237,5714,4
237,5721,4
238,5722,1
238,5724,1
239,5732,5
239,5733,5
239,5736,5
239,5737,5
239,5749,5
239,5751,5
240,5757,2
241,5758,6
241,5759,6
241,5760,6
241,5761,6
241,5763,6
241,5766,6
241,5769,6
241,5770,6
241,5773,6
241,5775,6
241,5776,6
241,5777,6
241,5778,6
241,5779,6
241,5782,6
241,5785,6
241,5786,6
241,5787,6
241,5788,6
241,5791,6
241,5794,6
241,5795,6
241,5799,6
241,5801,6
241,5815,6
241,5818,6
241,5820,6
241,5823,6
241,5840,6
241,5841,6
244,5923,2
245,5924,5
245,5925,5
245,5926,5
245,5927,5
245,5928,5
245,5929,5
245,5931,5
245,5932,5
245,5935,5
245,5939,5
245,5942,5
245,5952,5
245,5953,5
245,5955,5
245,5962,5
245,5968,5
245,5974,5
246,5975,2
246,5977,2
246,5978,2
246,5979,2
246,5984,2
246,5985,2
246,5992,2
248,6098,4
248,6100,4
248,6101,4
248,6102,4
248,6105,4
248,6106,4
248,6110,4
248,6112,4
248,6113,4
248,6123,4
248,6130,4
248,6131,4
248,6139,4
248,6140,4
248,6143,4
248,6147,4
248,6182,4
249,6187,5
249,6188,5
249,6189,5
249,6191,5
249,6192,5
249,6193,5
249,6194,5
249,6195,5
249,6197,5
249,6198,5
249,6200,5
249,6203,5
249,6204,5
249,6205,5
249,6207,5
249,6210,5
249,6211,5
249,6215,5
249,6216,5
249,6218,5
249,6230,5
249,6239,5
250,6243,1
250,6244,1
251,6249,3
251,6250,3
251,6251,3
251,6252,3
251,6253,3
251,6254,3
251,6255,3
251,6257,3
251,6260,3
251,6262,3
251,6264,3
251,6268,3
251,6275,3
251,6279,3
251,6280,3
252,6281,1
252,6282,1
254,6333,2
254,6334,2
254,6336,2
255,6340,2
255,6344,2
256,6350,5
256,6351,5
256,6352,5
256,6355,5
256,6358,5
256,6362,5
256,6365,5
256,6376,5
258,6414,2
259,6415,2
260,6416,6
260,6417,6
260,6418,6
260,6419,6
260,6420,6
260,6421,6
260,6423,6
260,6429,6
260,6433,6
260,6434,6
260,6436,6
260,6440,6
260,6453,6
262,6532,0
263,6537,0
264,6538,4
264,6539,4
264,6541,4
264,6543,4
264,6544,4
264,6546,4
264,6547,4
264,6548,4
264,6549,4
264,6550,4
264,6551,4
264,6553,4
264,6555,4
264,6556,4
264,6560,4
264,6561,4
264,6562,4
264,6569,4
264,6574,4
264,6575,4
264,6581,4
264,6582,4
265,6583,6
265,6584,6
265,6585,6
265,6586,6
265,6587,6
265,6588,6
265,6590,6
265,6591,6
265,6592,6
265,6593,6
265,6594,6
265,6595,6
265,6596,6
265,6598,6
265,6600,6
265,6601,6
265,6603,6
265,6604,6
265,6605,6
265,6608,6
265,6611,6
265,6612,6
265,6613,6
265,6617,6
265,6618,6
265,6619,6
265,6620,6
265,6621,6
265,6624,6
265,6627,6
265,6629,6
265,6630,6
265,6634,6
265,6635,6
265,6636,6
265,6640,6
265,6642,6
265,6644,6
265,6645,6
265,6651,6
265,6656,6
265,6658,6
265,6659,6
265,6661,6
265,6666,6
265,6672,6
266,6676,1
267,6678,0
268,6683,1
269,6684,7
269,6685,7
269,6686,7
269,6687,7
269,6688,7
269,6689,7
269,6690,7
269,6691,7
269,6692,7
269,6694,7
269,6695,7
269,6697,7
269,6698,7
269,6700,7
269,6701,7
269,6702,7
269,6703,7
269,6706,7
269,6712,7
269,6717,7
269,6719,7
269,6722,7
269,6727,7
269,6735,7
269,6743,7
269,6758,7
269,6762,7
272,6843,3
272,6844,3
272,6845,3
272,6848,3
272,6850,3
272,6851,3
272,6852,3
272,6853,3
272,6854,3
272,6856,3
272,6860,3
272,6861,3
272,6862,3
272,6864,3
272,6866,3
272,6867,3
272,6868,3
272,6875,3
272,6885,3
272,6892,3
272,6893,3
272,6900,3
272,6903,3
274,6936,3
274,6940,3
274,6941,3
275,6945,1
275,6946,1
275,6947,1
275,6948,1
275,6951,1
275,6957,1
275,6961,1
275,6966,1
275,6976,1
275,6982,1
276,6992,1
277,6993,3
277,6997,3
277,6998,3
277,7003,3
277,7007,3
277,7010,3
278,7013,5
278,7014,5
278,7015,5
278,7016,5
278,7017,5
278,7018,5
278,7019,5
278,7021,5
278,7022,5
278,7025,5
278,7029,5
278,7030,5
278,7043,5
278,7050,5
279,7055,5
279,7056,5
279,7057,5
279,7058,5
279,7061,5
279,7062,5
279,7067,5
279,7071,5
281,7151,4
281,7152,4
281,7154,4
282,7159,1
283,7160,3
283,7161,3
283,7164,3
283,7167,3
283,7171,3
283,7174,3
283,7177,3
283,7204,3
285,7251,1
286,7252,1
