molecule_id,index
103,2281
103,2282
103,2283
103,2284
103,2285
103,2286
103,2287
103,2288
103,2289
103,2290
103,2291
103,2292
103,2293
103,2294
103,2295
103,2296
103,2297
103,2298
103,2299
103,2300
103,2301
103,2302
103,2303
103,2304
103,2305
103,2306
103,2307
103,2310
103,2312
103,2313
103,2314
103,2315
103,2316
103,2317
103,2319
103,2320
103,2321
103,2322
103,2323
103,2324
103,2325
103,2326
103,2327
103,2328
103,2329
103,2331
103,2332
103,2333
103,2334
103,2335
103,2336
103,2337
103,2338
103,2339
103,2340
103,2341
103,2342
103,2344
103,2345
103,2346
103,2348
103,2350
103,2353
103,2354
103,2355
103,2356
103,2357
103,2360
103,2361
103,2362
103,2363
103,2364
103,2365
103,2367
103,2368
103,2370
103,2371
103,2372
103,2374
103,2375
103,2376
103,2377
103,2378
103,2379
103,2380
103,2381
103,2382
103,2384
103,2385
103,2386
103,2387
103,2388
103,2390
103,2391
103,2392
104,2393
104,2394
104,2396
104,2397
104,2398
104,2399
104,2400
104,2401
104,2406
104,2409
104,2413
105,2430
105,2431
105,2433
105,2434
105,2435
105,2436
105,2441
105,2460
106,2463
106,2465
106,2467
106,2470
106,2475
106,2478
106,2485
108,2512
108,2513
108,2517
109,2529
109,2530
109,2531
109,2557
114,2638
114,2640
114,2642
115,2648
115,2649
115,2650
115,2651
115,2652
115,2656
115,2657
115,2665
115,2667
115,2674
115,2677
117,2754
117,2755
117,2756
117,2759
117,2761
117,2762
117,2764
117,2767
117,2769
117,2770
117,2772
117,2775
118,2780
118,2785
118,2786
118,2787
119,2794
119,2795
120,2802
120,2803
120,2805
120,2807
120,2808
120,2809
120,2810
120,2811
120,2812
120,2814
120,2815
120,2816
120,2817
120,2818
120,2828
121,2832
121,2834
121,2835
121,2836
121,2837
121,2843
124,2864
124,2886
124,2887
130,3038
130,3039
130,3040
130,3041
130,3043
130,3057
134,3073
134,3074
134,3075
134,3076
134,3079
134,3080
134,3083
135,3114
135,3115
135,3118
135,3122
136,3131
136,3132
140,3212
140,3213
140,3214
140,3215
140,3216
140,3217
140,3219
140,3220
140,3222
140,3224
140,3225
140,3226
140,3228
140,3229
140,3231
140,3232
140,3233
140,3234
140,3239
140,3242
140,3243
140,3250
140,3256
142,3366
142,3367
143,3379
143,3380
143,3385
143,3386
143,3396
143,3402
143,3412
146,3448
146,3449
146,3450
147,3452
147,3453
147,3454
147,3455
147,3456
147,3457
147,3458
147,3460
147,3461
147,3483
147,3487
149,3494
149,3495
149,3496
149,3497
149,3498
149,3499
149,3500
149,3501
149,3503
149,3504
149,3505
149,3507
149,3508
149,3509
149,3510
149,3511
149,3512
149,3513
149,3514
149,3515
149,3516
149,3518
149,3519
149,3521
149,3522
149,3524
149,3525
149,3526
149,3528
149,3529
149,3530
149,3532
149,3533
149,3534
149,3535
149,3538
149,3539
149,3540
149,3541
149,3545
149,3547
149,3550
149,3552
149,3554
149,3557
149,3558
149,3559
149,3562
149,3563
149,3566
149,3567
149,3569
149,3570
149,3571
149,3573
149,3574
149,3575
149,3576
149,3577
149,3580
149,3583
149,3584
149,3585
149,3586
149,3590
149,3591
149,3593
149,3596
149,3600
152,3642
152,3643
152,3644
154,3681
154,3682
154,3684
154,3686
154,3688
154,3692
156,3733
156,3734
158,3835
158,3836
158,3837
158,3841
159,3855
159,3856
159,3857
159,3859
159,3860
159,3861
159,3862
159,3863
159,3864
159,3868
159,3870
159,3872
159,3875
159,3882
159,3885
159,3898
159,3902
159,3907
161,3918
161,3921
161,3922
161,3934
162,3947
162,3952
162,3954
162,3963
162,3969
162,3981
162,3993
164,3996
164,3997
164,3999
165,4050
165,4052
165,4061
166,4069
166,4072
167,4083
167,4084
167,4088
167,4097
168,4114
168,4115
168,4117
169,4128
169,4131
169,4132
170,4143
170,4144
170,4145
170,4146
170,4147
170,4148
170,4150
170,4151
170,4152
170,4153
170,4155
170,4159
170,4160
170,4161
170,4163
170,4164
170,4167
170,4169
170,4170
170,4172
170,4174
170,4175
170,4177
170,4185
170,4188
173,4292
173,4293
173,4294
173,4295
173,4296
173,4298
173,4301
173,4306
174,4319
174,4320
174,4321
174,4322
174,4324
174,4325
174,4326
174,4327
174,4328
174,4332
174,4336
174,4341
174,4345
174,4352
174,4354
177,4371
177,4372
177,4373
177,4374
177,4375
177,4376
177,4377
177,4378
177,4382
177,4384
177,4385
177,4386
177,4391
177,4393
177,4395
177,4400
177,4402
177,4403
177,4406
177,4410
177,4411
177,4415
177,4425
177,4426
177,4429
177,4437
179,4453
179,4454
179,4455
179,4456
179,4457
179,4458
179,4460
179,4462
179,4465
179,4473
179,4478
179,4480
180,4489
180,4490
180,4491
180,4492
180,4493
180,4499
180,4500
180,4510
181,4525
181,4527
182,4534
182,4535
182,4536
182,4537
182,4538
182,4540
182,4541
182,4544
182,4545
182,4547
182,4548
182,4549
182,4552
182,4554
182,4555
182,4556
182,4557
182,4559
182,4566
182,4581
182,4583
186,4682
186,4683
186,4684
186,4685
186,4686
186,4691
186,4693
188,4721
188,4723
188,4724
188,4726
188,4727
188,4728
188,4729
188,4730
188,4733
188,4734
188,4736
188,4743
188,4749
188,4750
188,4757
188,4764
188,4766
188,4779
188,4792
188,4793
188,4818
189,4833
189,4834
189,4835
189,4836
189,4838
189,4840
189,4841
189,4844
189,4846
189,4851
189,4864
190,4870
190,4871
190,4872
190,4874
190,4876
190,4877
190,4880
190,4882
192,4893
192,4894
192,4895
193,4904
193,4905
193,4906
193,4907
193,4908
193,4910
193,4912
193,4913
193,4914
193,4915
193,4916
193,4917
193,4918
193,4919
193,4921
193,4922
193,4926
193,4928
193,4929
193,4931
193,4933
193,4934
193,4938
193,4940
193,4943
193,4944
193,4948
193,4950
193,4952
193,4965
193,4976
193,4978
193,4979
194,4982
194,4983
194,4986
194,4987
194,4988
194,4993
196,5037
196,5038
196,5039
196,5040
196,5041
196,5042
196,5044
196,5045
196,5046
196,5049
196,5050
196,5051
196,5052
196,5053
196,5054
196,5057
196,5058
196,5059
196,5060
196,5061
196,5062
196,5070
196,5072
196,5074
196,5076
196,5077
196,5080
196,5081
196,5082
196,5083
196,5086
196,5087
196,5091
196,5095
196,5098
200,5120
200,5121
200,5125
201,5130
201,5131
201,5134
204,5151
204,5152
204,5153
204,5154
204,5156
204,5158
204,5159
204,5160
204,5163
204,5165
204,5167
204,5168
204,5181
204,5184
204,5191
204,5198
204,5200
204,5204
206,5209
206,5211
206,5212
206,5214
209,5307
209,5310
212,5313
212,5314
212,5316
216,5335
216,5336
216,5337
216,5348
216,5351
219,5363
219,5367
220,5374
220,5375
220,5376
220,5377
220,5378
220,5379
220,5381
220,5382
220,5383
220,5386
220,5387
220,5391
220,5396
220,5399
220,5400
220,5402
220,5403
220,5407
220,5409
220,5410
220,5411
220,5413
220,5421
220,5422
220,5423
220,5424
220,5427
223,5468
223,5469
225,5481
225,5483
225,5484
225,5486
225,5487
225,5488
225,5493
225,5501
227,5511
227,5512
227,5513
227,5515
227,5521
227,5522
227,5529
227,5533
227,5540
228,5545
228,5547
228,5548
228,5549
228,5554
229,5569
229,5570
229,5571
229,5572
229,5573
229,5574
229,5579
231,5585
231,5586
233,5589
233,5591
234,5595
234,5596
234,5599
234,5600
234,5603
234,5607
234,5608
234,5612
234,5614
234,5615
234,5616
234,5619
234,5622
234,5623
234,5633
234,5635
237,5686
237,5687
237,5688
237,5689
237,5691
237,5696
237,5706
237,5710
237,5714
237,5721
238,5722
238,5724
239,5732
239,5733
239,5736
239,5737
239,5749
239,5751
243,5846
243,5847
243,5848
243,5849
243,5850
243,5853
243,5855
243,5859
243,5871
245,5924
245,5925
245,5926
245,5927
245,5928
245,5929
245,5931
245,5932
245,5935
245,5939
245,5942
245,5952
245,5953
245,5955
245,5962
245,5968
245,5974
246,5975
246,5977
246,5978
246,5979
246,5992
247,5994
247,5995
247,5998
247,5999
247,6000
247,6010
247,6020
247,6021
247,6023
247,6046
247,6052
248,6098
248,6100
248,6101
248,6102
248,6105
248,6106
248,6110
248,6112
248,6113
248,6123
248,6130
248,6131
248,6139
248,6140
248,6143
248,6147
248,6182
249,6188
249,6189
249,6191
249,6192
249,6193
249,6195
249,6197
249,6198
249,6210
249,6211
249,6215
249,6216
249,6230
252,6281
252,6282
253,6284
253,6288
253,6292
253,6313
254,6333
254,6334
254,6336
255,6340
255,6344
256,6350
256,6352
256,6355
256,6358
256,6362
256,6376
257,6383
257,6384
257,6385
257,6387
257,6389
257,6390
257,6402
257,6404
257,6406
260,6416
260,6417
260,6418
260,6419
260,6420
260,6421
260,6423
260,6429
260,6433
260,6434
260,6436
260,6440
261,6482
261,6484
261,6485
261,6500
264,6538
264,6543
264,6544
264,6548
264,6550
264,6553
264,6555
264,6561
264,6569
264,6582
269,6684
269,6686
269,6687
269,6688
269,6689
269,6690
269,6691
269,6692
269,6694
269,6695
269,6697
269,6698
269,6701
269,6702
269,6703
269,6706
269,6712
269,6717
269,6719
269,6722
269,6727
269,6743
269,6762
271,6808
271,6809
271,6810
271,6812
271,6813
271,6814
271,6815
271,6821
271,6822
271,6827
272,6843
272,6848
272,6851
272,6852
272,6853
272,6854
272,6856
272,6860
272,6862
272,6864
272,6866
272,6867
272,6875
273,6905
273,6908
273,6915
273,6919
273,6920
273,6935
274,6936
274,6940
274,6941
277,6993
277,6998
277,7007
277,7010
279,7055
279,7056
279,7057
279,7058
279,7061
279,7067
280,7101
280,7103
280,7105
280,7140
281,7151
281,7152
281,7154
283,7160
283,7161
283,7167
283,7171
283,7177
283,7204
284,7210
284,7212
284,7213
284,7215
284,7216
284,7250
287,7253
287,7254
287,7274
288,7276
288,7277
288,7278
288,7279
288,7280
288,7281
288,7285
288,7286
288,7290
288,7301
293,7445
293,7446
293,7452
293,7459
293,7461
293,7462
293,7469
294,7474
294,7475
294,7479
294,7490
294,7491
296,7507
296,7508
296,7510
296,7512
296,7519
298,7552
298,7555
300,7583
300,7584
300,7585
300,7589
300,7594
301,7597
301,7599
302,7608
302,7609
302,7614
302,7632
303,7642
303,7652
304,7653
304,7654
304,7655
304,7656
304,7657
304,7658
304,7659
304,7660
304,7662
304,7663
304,7666
304,7667
304,7670
304,7678
304,7682
304,7683
304,7689
304,7690
304,7695
304,7698
304,7703
305,7715
305,7716
305,7720
305,7736
305,7741
306,7755
306,7756
306,7757
306,7761
306,7771
306,7783
306,7787
306,7806
307,7851
307,7852
307,7854
307,7855
307,7856
307,7857
307,7859
307,7860
307,7863
307,7864
307,7866
307,7867
307,7868
307,7869
307,7870
307,7871
307,7872
307,7873
307,7875
307,7876
307,7879
307,7880
307,7882
307,7883
307,7884
307,7885
307,7886
307,7887
307,7889
307,7890
307,7892
307,7893
307,7894
307,7899
307,7901
307,7906
307,7907
307,7909
307,7910
307,7915
307,7919
307,7921
307,7922
307,7924
307,7929
307,7937
310,7940
310,7941
310,7942
310,7943
310,7945
310,7946
310,7947
310,7949
310,7950
310,7951
310,7952
310,7954
310,7958
310,7959
310,7960
310,7963
310,7967
310,7968
310,7970
310,7979
310,7980
310,7986
310,8004
311,8011
311,8012
311,8015
311,8016
311,8019
311,8024
311,8025
311,8029
313,8050
313,8051
313,8052
313,8053
313,8054
313,8055
313,8056
313,8057
313,8058
313,8059
313,8060
313,8062
313,8063
313,8066
313,8067
313,8075
313,8077
313,8078
313,8080
313,8081
313,8083
313,8086
313,8087
313,8088
313,8093
313,8094
313,8095
313,8100
314,8103
314,8104
317,8137
317,8138
317,8139
317,8140
317,8141
317,8142
317,8143
317,8144
317,8145
317,8146
317,8149
317,8156
317,8166
317,8173
317,8180
317,8199
317,8207
317,8213
321,8282
321,8283
321,8286
321,8287
325,8431
325,8432
325,8433
325,8434
325,8436
325,8437
325,8438
325,8439
325,8441
325,8442
325,8443
325,8444
325,8446
325,8456
325,8458
325,8460
325,8463
325,8465
325,8466
325,8472
325,8489
325,8491
325,8499
325,8500
326,8501
326,8505
329,8534
329,8535
329,8536
329,8537
329,8539
329,8540
329,8542
329,8548
330,8566
330,8567
330,8568
330,8569
330,8571
330,8572
330,8574
330,8578
330,8588
330,8596
332,8600
332,8602
332,8605
333,8608
333,8609
333,8610
333,8611
333,8613
333,8614
333,8615
335,8732
335,8735
335,8738
335,8743
338,8913
338,8914
338,8916
338,8917
338,8924
338,8928
338,8942
343,9052
343,9054
343,9055
343,9056
343,9057
343,9059
343,9060
343,9061
343,9064
343,9065
343,9068
343,9073
343,9074
343,9077
343,9091
344,9128
344,9129
345,9133
345,9134
345,9135
345,9137
345,9138
345,9141
347,9146
347,9149
349,9162
349,9163
349,9165
349,9167
349,9168
349,9173
349,9186
349,9192
350,9201
350,9202
350,9205
350,9206
351,9233
351,9236
351,9240
352,9247
352,9250
352,9251
352,9261
353,9263
353,9264
353,9266
353,9268
353,9271
353,9272
353,9274
353,9275
353,9280
353,9283
353,9291
353,9295
353,9297
353,9307
353,9313
353,9314
353,9325
353,9335
353,9341
354,9342
354,9343
354,9344
354,9345
354,9347
354,9348
354,9349
354,9350
354,9351
354,9352
354,9353
354,9354
354,9357
354,9358
354,9359
354,9360
354,9361
354,9363
354,9364
354,9365
354,9366
354,9367
354,9368
354,9369
354,9370
354,9371
354,9372
354,9373
354,9374
354,9376
354,9377
354,9378
354,9380
354,9382
354,9384
354,9385
354,9387
354,9390
354,9391
354,9392
354,9393
354,9395
354,9396
354,9398
354,9399
354,9400
354,9401
354,9402
354,9405
354,9407
354,9409
354,9411
354,9416
354,9418
354,9420
354,9421
354,9422
354,9427
354,9428
354,9431
354,9432
354,9433
354,9434
354,9436
354,9438
354,9439
354,9440
354,9443
356,9448
356,9453
356,9454
356,9457
357,9478
357,9480
359,9519
359,9520
359,9521
359,9522
359,9524
359,9525
359,9526
359,9527
359,9528
359,9529
359,9531
359,9532
359,9533
359,9534
359,9535
359,9536
359,9537
359,9538
359,9540
359,9541
359,9543
359,9544
359,9545
359,9546
359,9547
359,9549
359,9550
359,9551
359,9552
359,9553
359,9555
359,9557
359,9558
359,9559
359,9560
359,9561
359,9562
359,9563
359,9564
359,9569
359,9570
359,9571
359,9572
359,9573
359,9579
359,9582
359,9583
359,9584
359,9587
359,9589
359,9590
359,9597
359,9598
359,9602
359,9603
359,9605
359,9606
359,9609
359,9610
359,9611
359,9612
359,9613
359,9614
359,9616
359,9621
359,9622
359,9624
359,9627
359,9628
359,9636
359,9644
361,9675
361,9676
361,9677
361,9678
361,9679
361,9684
361,9686
361,9689
361,9690
361,9702
361,9704
361,9706
363,9717
363,9719
363,9731
364,9739
364,9742
366,9750
366,9751
366,9752
366,9753
366,9754
366,9756
366,9757
366,9758
366,9759
366,9766
366,9767
366,9772
366,9773
366,9776
366,9777
366,9778
366,9780
366,9781
366,9795
366,9796
368,9831
368,9832
368,9834
368,9836
368,9839
369,9848
369,9851
372,9871
372,9872
375,9923
375,9924
375,9926
375,9927
375,9928
375,9929
375,9933
375,9935
375,9937
375,9938
375,9941
375,9957
375,9958
377,9969
377,9972
378,9973
378,9974
378,9975
378,9976
379,9983
379,9984
379,9985
379,9986
379,9987
379,9989
379,9990
379,9993
379,9994
379,9996
379,9999
379,10009
379,10010
379,10012
379,10026
380,10067
380,10068
380,10070
380,10071
380,10072
380,10075
380,10078
380,10083
382,10107
382,10108
382,10109
382,10112
384,10125
384,10126
384,10127
387,10178
387,10179
389,10251
389,10252
389,10253
389,10256
389,10257
389,10260
389,10262
389,10265
389,10266
389,10272
389,10279
389,10284
391,10299
391,10300
391,10301
391,10305
391,10307
391,10309
391,10313
391,10316
393,10356
393,10357
393,10358
393,10363
393,10364
393,10367
393,10371
394,10376
394,10379
398,10462
398,10464
398,10472
399,10504
399,10505
399,10507
399,10510
399,10511
399,10526
401,10531
401,10532
407,10558
407,10560
408,10575
408,10576
408,10577
408,10578
408,10579
408,10580
408,10581
408,10582
408,10583
408,10585
408,10586
408,10587
408,10588
408,10589
408,10591
408,10592
408,10594
408,10597
408,10598
408,10600
408,10605
408,10606
408,10607
408,10608
408,10611
408,10612
408,10614
408,10616
408,10620
408,10623
410,10632
410,10633
410,10634
410,10635
410,10636
410,10637
410,10638
410,10639
410,10641
410,10642
410,10643
410,10644
410,10645
410,10649
410,10651
410,10652
410,10654
410,10656
410,10657
410,10659
410,10661
410,10662
410,10663
410,10664
410,10665
410,10666
410,10667
410,10670
410,10671
410,10672
410,10673
410,10674
410,10676
410,10680
410,10685
410,10686
412,10688
412,10690
418,10780
418,10782
422,10838
422,10839
422,10842
422,10843
422,10844
424,10854
424,10855
424,10857
424,10859
424,10860
424,10861
424,10862
424,10866
424,10873
424,10878
424,10881
426,10887
426,10888
427,10889
427,10891
427,10893
427,10897
427,10901
427,10916
428,10930
428,10931
428,10933
428,10936
428,10939
428,10945
428,10947
429,10966
429,10967
429,10969
429,10970
429,10971
429,10972
429,10973
429,10974
429,10975
429,10976
429,10988
431,10995
431,10998
431,11000
431,11002
431,11013
431,11034
432,11051
432,11052
432,11053
432,11054
432,11055
432,11056
432,11057
432,11058
432,11060
432,11062
432,11063
432,11067
432,11068
432,11071
432,11072
432,11077
432,11080
432,11081
432,11082
432,11083
432,11085
432,11088
432,11089
433,11091
433,11092
433,11093
433,11094
433,11095
433,11096
433,11097
433,11098
433,11100
433,11101
433,11102
433,11110
433,11111
435,11128
435,11131
435,11132
435,11144
435,11149
435,11152
437,11206
437,11211
439,11270
439,11271
439,11273
439,11274
439,11276
439,11277
439,11281
439,11291
443,11387
443,11390
447,11412
447,11413
447,11414
447,11415
447,11419
447,11421
447,11424
448,11453
448,11455
448,11456
448,11458
448,11459
448,11470
448,11472
448,11477
448,11485
448,11486
448,11494
448,11499
448,11505
449,11519
449,11521
449,11522
449,11523
449,11524
449,11526
449,11529
449,11531
449,11532
449,11537
451,11556
451,11560
451,11578
452,11579
452,11582
452,11583
454,11595
454,11597
458,11655
458,11656
458,11657
458,11661
460,11665
460,11666
460,11668
460,11669
460,11670
460,11671
460,11674
460,11675
460,11677
460,11679
460,11680
460,11684
463,11710
463,11711
464,11714
464,11715
464,11716
464,11721
465,11733
465,11734
465,11736
465,11738
465,11739
465,11741
465,11742
465,11743
465,11744
465,11745
465,11747
465,11751
465,11761
465,11762
465,11765
465,11767
465,11768
465,11769
465,11773
465,11775
465,11778
465,11782
465,11786
465,11796
465,11800
466,11802
466,11805
466,11813
466,11816
466,11818
467,11821
467,11822
467,11823
467,11824
467,11825
467,11826
467,11827
467,11828
467,11829
467,11830
467,11831
467,11832
467,11833
467,11834
467,11835
467,11836
467,11837
467,11838
467,11839
467,11840
467,11841
467,11842
467,11843
467,11844
467,11845
467,11846
467,11847
467,11848
467,11849
467,11850
467,11851
467,11852
467,11853
467,11854
467,11855
467,11856
467,11857
467,11858
467,11859
467,11860
467,11861
467,11862
467,11864
467,11865
467,11867
467,11868
467,11869
467,11870
467,11871
467,11872
467,11873
467,11874
467,11875
467,11876
467,11877
467,11878
467,11880
467,11883
467,11884
467,11885
467,11886
467,11887
467,11888
467,11889
467,11890
467,11891
467,11892
467,11895
467,11896
467,11897
467,11900
467,11901
467,11902
467,11903
467,11904
467,11905
467,11906
467,11908
467,11909
467,11910
467,11911
467,11912
467,11913
467,11914
467,11915
467,11916
467,11918
467,11919
467,11921
467,11922
467,11923
467,11925
467,11926
467,11929
468,11932
468,11934
468,11935
468,11939
468,11941
468,11942
468,11943
468,11945
469,11959
469,11960
469,11961
469,11962
469,11967
474,12006
474,12008
474,12010
474,12012
474,12014
474,12016
474,12018
474,12022
474,12025
474,12029
474,12030
474,12031
474,12033
474,12040
474,12041
474,12044
474,12046
474,12049
474,12057
474,12059
474,12063
474,12067
474,12068
474,12073
480,12093
480,12095
480,12097
480,12098
480,12099
480,12101
480,12103
480,12106
480,12110
480,12111
480,12113
480,12116
480,12124
480,12125
480,12128
480,12134
480,12137
480,12139
480,12146
480,12147
480,12149
480,12152
480,12165
480,12169
480,12174
481,12184
481,12185
481,12186
481,12188
481,12194
481,12197
481,12198
483,12204
483,12205
483,12212
484,12216
484,12217
486,12248
486,12250
486,12252
486,12259
486,12262
486,12278
492,12305
492,12306
492,12308
493,12313
493,12314
493,12315
493,12318
493,12319
493,12322
494,12333
494,12334
495,12345
495,12346
495,12347
496,12357
496,12358
496,12359
496,12360
496,12361
496,12362
496,12364
496,12365
496,12366
496,12367
496,12368
496,12369
496,12370
496,12371
496,12372
496,12373
496,12374
496,12375
496,12376
496,12377
496,12378
496,12379
496,12380
496,12381
496,12383
496,12384
496,12385
496,12386
496,12387
496,12388
496,12389
496,12390
496,12391
496,12392
496,12393
496,12394
496,12395
496,12396
496,12397
496,12398
496,12399
496,12400
496,12402
496,12403
496,12404
496,12405
496,12406
496,12407
496,12408
496,12409
496,12410
496,12411
496,12412
496,12413
496,12414
496,12415
496,12416
496,12418
496,12419
496,12420
496,12421
496,12422
496,12423
496,12424
496,12425
496,12426
496,12427
496,12428
496,12430
496,12431
496,12432
496,12433
496,12434
496,12435
496,12436
496,12437
496,12438
496,12439
496,12440
496,12441
496,12442
496,12443
496,12444
496,12445
496,12446
496,12447
496,12448
496,12449
496,12450
496,12451
496,12452
496,12453
496,12454
496,12455
496,12456
496,12457
496,12458
496,12459
496,12460
496,12461
496,12463
496,12465
497,12467
497,12468
497,12469
497,12470
497,12471
497,12475
497,12482
498,12485
498,12486
498,12487
498,12489
498,12490
498,12492
498,12493
498,12496
498,12497
498,12498
498,12500
498,12504
498,12510
498,12511
498,12512
498,12515
498,12522
498,12524
498,12527
498,12531
499,12545
499,12547
499,12548
499,12549
499,12551
499,12554
499,12555
499,12562
499,12569
499,12576
499,12583
499,12586
499,12594
499,12606
500,12613
500,12615
500,12618
503,12637
503,12639
504,12642
504,12643
504,12645
504,12647
505,12666
505,12667
505,12668
505,12669
505,12672
505,12673
505,12674
505,12675
505,12683
505,12694
505,12709
508,12723
508,12724
509,12736
509,12737
511,12802
511,12803
511,12804
511,12805
511,12806
