molecule_id,index,size
57,1248,124
57,1249,124
57,1250,124
57,1253,124
57,1256,124
57,1258,124
57,1260,124
57,1261,124
57,1262,124
57,1265,124
57,1266,124
57,1267,124
57,1268,124
57,1270,124
57,1274,124
57,1276,124
57,1277,124
57,1279,124
57,1280,124
57,1281,124
57,1282,124
57,1283,124
57,1284,124
57,1286,124
57,1287,124
57,1289,124
57,1291,124
57,1292,124
57,1293,124
58,1294,4
58,1298,4
58,1299,4
58,1309,4
60,1316,6
60,1317,6
60,1318,6
60,1322,6
60,1334,6
60,1342,6
66,1374,5
66,1378,5
66,1379,5
66,1383,5
66,1384,5
69,1397,12
69,1398,12
69,1399,12
69,1400,12
69,1402,12
69,1404,12
69,1405,12
69,1408,12
69,1410,12
69,1411,12
69,1419,12
69,1421,12
71,1434,10
71,1435,10
71,1437,10
71,1443,10
71,1444,10
71,1445,10
71,1446,10
71,1450,10
71,1457,10
71,1469,10
72,1479,6
72,1480,6
72,1481,6
72,1485,6
72,1488,6
72,1506,6
77,1551,3
77,1552,3
77,1558,3
78,1603,4
78,1604,4
78,1608,4
78,1609,4
80,1620,2
80,1623,2
82,1630,2
82,1631,2
86,1643,70
86,1644,70
86,1645,70
86,1646,70
86,1648,70
86,1649,70
86,1650,70
86,1652,70
86,1653,70
86,1655,70
86,1656,70
86,1658,70
86,1660,70
86,1661,70
86,1662,70
86,1663,70
86,1664,70
86,1665,70
86,1667,70
86,1669,70
86,1670,70
86,1671,70
86,1674,70
86,1676,70
86,1677,70
86,1678,70
86,1679,70
86,1681,70
86,1682,70
86,1683,70
86,1684,70
86,1686,70
86,1687,70
86,1688,70
86,1689,70
86,1692,70
86,1693,70
86,1694,70
86,1695,70
86,1696,70
86,1697,70
86,1699,70
86,1702,70
86,1703,70
86,1704,70
86,1706,70
86,1709,70
86,1711,70
86,1713,70
86,1715,70
86,1716,70
86,1717,70
86,1718,70
86,1720,70
86,1722,70
86,1728,70
86,1731,70
86,1733,70
86,1734,70
86,1738,70
86,1741,70
86,1744,70
86,1748,70
86,1749,70
86,1750,70
86,1751,70
86,1756,70
86,1758,70
86,1760,70
86,1761,70
87,1765,18
87,1766,18
87,1767,18
87,1768,18
87,1770,18
87,1771,18
87,1775,18
87,1777,18
87,1785,18
87,1786,18
87,1791,18
87,1792,18
87,1800,18
87,1807,18
87,1816,18
87,1819,18
87,1822,18
87,1832,18
91,1848,8
91,1849,8
91,1851,8
91,1852,8
91,1853,8
91,1861,8
91,1865,8
91,1866,8
95,1964,16
95,1965,16
95,1967,16
95,1969,16
95,1970,16
95,1971,16
95,1973,16
95,1975,16
95,1977,16
95,1978,16
95,1980,16
95,1984,16
95,1985,16
95,1987,16
95,1991,16
95,1999,16
97,2004,5
97,2006,5
97,2007,5
97,2011,5
97,2014,5
98,2024,9
98,2029,9
98,2032,9
98,2034,9
98,2038,9
98,2044,9
98,2047,9
98,2057,9
98,2074,9
100,2125,14
100,2126,14
100,2127,14
100,2128,14
100,2129,14
100,2130,14
100,2131,14
100,2134,14
100,2135,14
100,2139,14
100,2148,14
100,2159,14
100,2163,14
100,2164,14
101,2165,24
101,2167,24
101,2168,24
101,2169,24
101,2171,24
101,2172,24
101,2173,24
101,2174,24
101,2175,24
101,2178,24
101,2180,24
101,2186,24
101,2188,24
101,2189,24
101,2190,24
101,2194,24
101,2196,24
101,2199,24
101,2200,24
101,2201,24
101,2204,24
101,2213,24
101,2216,24
101,2220,24
103,2238,138
103,2239,138
103,2240,138
103,2241,138
103,2242,138
103,2243,138
103,2244,138
103,2245,138
103,2246,138
103,2247,138
103,2248,138
103,2249,138
103,2250,138
103,2251,138
103,2252,138
103,2253,138
103,2254,138
103,2255,138
103,2256,138
103,2257,138
103,2258,138
103,2259,138
103,2260,138
103,2261,138
103,2262,138
103,2263,138
103,2264,138
103,2265,138
103,2266,138
103,2267,138
103,2268,138
103,2269,138
103,2270,138
103,2271,138
103,2272,138
103,2273,138
103,2274,138
103,2275,138
103,2276,138
103,2277,138
103,2278,138
103,2279,138
103,2280,138
103,2281,138
103,2282,138
103,2283,138
103,2284,138
103,2285,138
103,2286,138
103,2287,138
103,2288,138
103,2289,138
103,2290,138
103,2291,138
103,2292,138
103,2293,138
103,2294,138
103,2295,138
103,2296,138
103,2297,138
103,2298,138
103,2299,138
103,2300,138
103,2301,138
103,2302,138
103,2303,138
103,2304,138
103,2305,138
103,2306,138
103,2307,138
103,2310,138
103,2312,138
103,2313,138
103,2314,138
103,2315,138
103,2316,138
103,2317,138
103,2319,138
103,2320,138
103,2321,138
103,2322,138
103,2323,138
103,2324,138
103,2325,138
103,2326,138
103,2327,138
103,2328,138
103,2329,138
103,2331,138
103,2332,138
103,2333,138
103,2334,138
103,2335,138
103,2336,138
103,2337,138
103,2338,138
103,2339,138
103,2340,138
103,2341,138
103,2342,138
103,2344,138
103,2345,138
103,2346,138
103,2348,138
103,2350,138
103,2353,138
103,2354,138
103,2355,138
103,2356,138
103,2357,138
103,2360,138
103,2361,138
103,2362,138
103,2363,138
103,2364,138
103,2365,138
103,2367,138
103,2368,138
103,2370,138
103,2371,138
103,2372,138
103,2374,138
103,2375,138
103,2376,138
103,2377,138
103,2378,138
103,2379,138
103,2380,138
103,2381,138
103,2382,138
103,2384,138
103,2385,138
103,2386,138
103,2387,138
103,2388,138
103,2390,138
103,2391,138
103,2392,138
104,2393,11
104,2394,11
104,2396,11
104,2397,11
104,2398,11
104,2399,11
104,2400,11
104,2401,11
104,2406,11
104,2409,11
104,2413,11
105,2430,8
105,2431,8
105,2433,8
105,2434,8
105,2435,8
105,2436,8
105,2441,8
105,2460,8
106,2463,7
106,2465,7
106,2467,7
106,2470,7
106,2475,7
106,2478,7
106,2485,7
108,2512,3
108,2513,3
108,2517,3
109,2529,4
109,2530,4
109,2531,4
109,2557,4
114,2638,3
114,2640,3
114,2642,3
115,2648,11
115,2649,11
115,2650,11
115,2651,11
115,2652,11
115,2656,11
115,2657,11
115,2665,11
115,2667,11
115,2674,11
115,2677,11
117,2754,12
117,2755,12
117,2756,12
117,2759,12
117,2761,12
117,2762,12
117,2764,12
117,2767,12
117,2769,12
117,2770,12
117,2772,12
117,2775,12
118,2780,4
118,2785,4
118,2786,4
118,2787,4
119,2794,2
119,2795,2
120,2802,15
120,2803,15
120,2805,15
120,2807,15
120,2808,15
120,2809,15
120,2810,15
120,2811,15
120,2812,15
120,2814,15
120,2815,15
120,2816,15
120,2817,15
120,2818,15
120,2828,15
121,2832,6
121,2834,6
121,2835,6
121,2836,6
121,2837,6
121,2843,6
124,2864,3
124,2886,3
124,2887,3
130,3038,6
130,3039,6
130,3040,6
130,3041,6
130,3043,6
130,3057,6
134,3073,7
134,3074,7
134,3075,7
134,3076,7
134,3079,7
134,3080,7
134,3083,7
135,3114,4
135,3115,4
135,3118,4
135,3122,4
136,3131,2
136,3132,2
140,3212,23
140,3213,23
140,3214,23
140,3215,23
140,3216,23
140,3217,23
140,3219,23
140,3220,23
140,3222,23
140,3224,23
140,3225,23
140,3226,23
140,3228,23
140,3229,23
140,3231,23
140,3232,23
140,3233,23
140,3234,23
140,3239,23
140,3242,23
140,3243,23
140,3250,23
140,3256,23
142,3366,2
142,3367,2
143,3379,7
143,3380,7
143,3385,7
143,3386,7
143,3396,7
143,3402,7
143,3412,7
146,3448,3
146,3449,3
146,3450,3
147,3452,11
147,3453,11
147,3454,11
147,3455,11
147,3456,11
147,3457,11
147,3458,11
147,3460,11
147,3461,11
147,3483,11
147,3487,11
149,3494,69
149,3495,69
149,3496,69
149,3497,69
149,3498,69
149,3499,69
149,3500,69
149,3501,69
149,3503,69
149,3504,69
149,3505,69
149,3507,69
149,3508,69
149,3509,69
149,3510,69
149,3511,69
149,3512,69
149,3513,69
149,3514,69
149,3515,69
149,3516,69
149,3518,69
149,3519,69
149,3521,69
149,3522,69
149,3524,69
149,3525,69
149,3526,69
149,3528,69
149,3529,69
149,3530,69
149,3532,69
149,3533,69
149,3534,69
149,3535,69
149,3538,69
149,3539,69
149,3540,69
149,3541,69
149,3545,69
149,3547,69
149,3550,69
149,3552,69
149,3554,69
149,3557,69
149,3558,69
149,3559,69
149,3562,69
149,3563,69
149,3566,69
149,3567,69
149,3569,69
149,3570,69
149,3571,69
149,3573,69
149,3574,69
149,3575,69
149,3576,69
149,3577,69
149,3580,69
149,3583,69
149,3584,69
149,3585,69
149,3586,69
149,3590,69
149,3591,69
149,3593,69
149,3596,69
149,3600,69
152,3642,3
152,3643,3
152,3644,3
154,3681,6
154,3682,6
154,3684,6
154,3686,6
154,3688,6
154,3692,6
156,3733,2
156,3734,2
158,3835,4
158,3836,4
158,3837,4
158,3841,4
159,3855,18
159,3856,18
159,3857,18
159,3859,18
159,3860,18
159,3861,18
159,3862,18
159,3863,18
159,3864,18
159,3868,18
159,3870,18
159,3872,18
159,3875,18
159,3882,18
159,3885,18
159,3898,18
159,3902,18
159,3907,18
161,3918,4
161,3921,4
161,3922,4
161,3934,4
162,3947,7
162,3952,7
162,3954,7
162,3963,7
162,3969,7
162,3981,7
162,3993,7
164,3996,3
164,3997,3
164,3999,3
165,4050,3
165,4052,3
165,4061,3
166,4069,2
166,4072,2
167,4083,4
167,4084,4
167,4088,4
167,4097,4
168,4114,3
168,4115,3
168,4117,3
169,4128,3
169,4131,3
169,4132,3
170,4143,25
170,4144,25
170,4145,25
170,4146,25
170,4147,25
170,4148,25
170,4150,25
170,4151,25
170,4152,25
170,4153,25
170,4155,25
170,4159,25
170,4160,25
170,4161,25
170,4163,25
170,4164,25
170,4167,25
170,4169,25
170,4170,25
170,4172,25
170,4174,25
170,4175,25
170,4177,25
170,4185,25
170,4188,25
173,4292,8
173,4293,8
173,4294,8
173,4295,8
173,4296,8
173,4298,8
173,4301,8
173,4306,8
174,4319,15
174,4320,15
174,4321,15
174,4322,15
174,4324,15
174,4325,15
174,4326,15
174,4327,15
174,4328,15
174,4332,15
174,4336,15
174,4341,15
174,4345,15
174,4352,15
174,4354,15
177,4371,26
177,4372,26
177,4373,26
177,4374,26
177,4375,26
177,4376,26
177,4377,26
177,4378,26
177,4382,26
177,4384,26
177,4385,26
177,4386,26
177,4391,26
177,4393,26
177,4395,26
177,4400,26
177,4402,26
177,4403,26
177,4406,26
177,4410,26
177,4411,26
177,4415,26
177,4425,26
177,4426,26
177,4429,26
177,4437,26
179,4453,12
179,4454,12
179,4455,12
179,4456,12
179,4457,12
179,4458,12
179,4460,12
179,4462,12
179,4465,12
179,4473,12
179,4478,12
179,4480,12
180,4489,8
180,4490,8
180,4491,8
180,4492,8
180,4493,8
180,4499,8
180,4500,8
180,4510,8
181,4525,2
181,4527,2
182,4534,21
182,4535,21
182,4536,21
182,4537,21
182,4538,21
182,4540,21
182,4541,21
182,4544,21
182,4545,21
182,4547,21
182,4548,21
182,4549,21
182,4552,21
182,4554,21
182,4555,21
182,4556,21
182,4557,21
182,4559,21
182,4566,21
182,4581,21
182,4583,21
186,4682,7
186,4683,7
186,4684,7
186,4685,7
186,4686,7
186,4691,7
186,4693,7
188,4721,21
188,4723,21
188,4724,21
188,4726,21
188,4727,21
188,4728,21
188,4729,21
188,4730,21
188,4733,21
188,4734,21
188,4736,21
188,4743,21
188,4749,21
188,4750,21
188,4757,21
188,4764,21
188,4766,21
188,4779,21
188,4792,21
188,4793,21
188,4818,21
189,4833,11
189,4834,11
189,4835,11
189,4836,11
189,4838,11
189,4840,11
189,4841,11
189,4844,11
189,4846,11
189,4851,11
189,4864,11
190,4870,8
190,4871,8
190,4872,8
190,4874,8
190,4876,8
190,4877,8
190,4880,8
190,4882,8
192,4893,3
192,4894,3
192,4895,3
193,4904,33
193,4905,33
193,4906,33
193,4907,33
193,4908,33
193,4910,33
193,4912,33
193,4913,33
193,4914,33
193,4915,33
193,4916,33
193,4917,33
193,4918,33
193,4919,33
193,4921,33
193,4922,33
193,4926,33
193,4928,33
193,4929,33
193,4931,33
193,4933,33
193,4934,33
193,4938,33
193,4940,33
193,4943,33
193,4944,33
193,4948,33
193,4950,33
193,4952,33
193,4965,33
193,4976,33
193,4978,33
193,4979,33
194,4982,6
194,4983,6
194,4986,6
194,4987,6
194,4988,6
194,4993,6
196,5037,35
196,5038,35
196,5039,35
196,5040,35
196,5041,35
196,5042,35
196,5044,35
196,5045,35
196,5046,35
196,5049,35
196,5050,35
196,5051,35
196,5052,35
196,5053,35
196,5054,35
196,5057,35
196,5058,35
196,5059,35
196,5060,35
196,5061,35
196,5062,35
196,5070,35
196,5072,35
196,5074,35
196,5076,35
196,5077,35
196,5080,35
196,5081,35
196,5082,35
196,5083,35
196,5086,35
196,5087,35
196,5091,35
196,5095,35
196,5098,35
200,5120,3
200,5121,3
200,5125,3
201,5130,3
201,5131,3
201,5134,3
204,5151,18
204,5152,18
204,5153,18
204,5154,18
204,5156,18
204,5158,18
204,5159,18
204,5160,18
204,5163,18
204,5165,18
204,5167,18
204,5168,18
204,5181,18
204,5184,18
204,5191,18
204,5198,18
204,5200,18
204,5204,18
206,5209,4
206,5211,4
206,5212,4
206,5214,4
209,5307,2
209,5310,2
212,5313,3
212,5314,3
212,5316,3
216,5335,5
216,5336,5
216,5337,5
216,5348,5
216,5351,5
219,5363,2
219,5367,2
220,5374,27
220,5375,27
220,5376,27
220,5377,27
220,5378,27
220,5379,27
220,5381,27
220,5382,27
220,5383,27
220,5386,27
220,5387,27
220,5391,27
220,5396,27
220,5399,27
220,5400,27
220,5402,27
220,5403,27
220,5407,27
220,5409,27
220,5410,27
220,5411,27
220,5413,27
220,5421,27
220,5422,27
220,5423,27
220,5424,27
220,5427,27
223,5468,2
223,5469,2
225,5481,8
225,5483,8
225,5484,8
225,5486,8
225,5487,8
225,5488,8
225,5493,8
225,5501,8
227,5511,9
227,5512,9
227,5513,9
227,5515,9
227,5521,9
227,5522,9
227,5529,9
227,5533,9
227,5540,9
228,5545,5
228,5547,5
228,5548,5
228,5549,5
228,5554,5
229,5569,7
229,5570,7
229,5571,7
229,5572,7
229,5573,7
229,5574,7
229,5579,7
231,5585,2
231,5586,2
233,5589,2
233,5591,2
234,5595,16
234,5596,16
234,5599,16
234,5600,16
234,5603,16
234,5607,16
234,5608,16
234,5612,16
234,5614,16
234,5615,16
234,5616,16
234,5619,16
234,5622,16
234,5623,16
234,5633,16
234,5635,16
237,5686,10
237,5687,10
237,5688,10
237,5689,10
237,5691,10
237,5696,10
237,5706,10
237,5710,10
237,5714,10
237,5721,10
238,5722,2
238,5724,2
239,5732,6
239,5733,6
239,5736,6
239,5737,6
239,5749,6
239,5751,6
243,5846,9
243,5847,9
243,5848,9
243,5849,9
243,5850,9
243,5853,9
243,5855,9
243,5859,9
243,5871,9
245,5924,17
245,5925,17
245,5926,17
245,5927,17
245,5928,17
245,5929,17
245,5931,17
245,5932,17
245,5935,17
245,5939,17
245,5942,17
245,5952,17
245,5953,17
245,5955,17
245,5962,17
245,5968,17
245,5974,17
246,5975,5
246,5977,5
246,5978,5
246,5979,5
246,5992,5
247,5994,11
247,5995,11
247,5998,11
247,5999,11
247,6000,11
247,6010,11
247,6020,11
247,6021,11
247,6023,11
247,6046,11
247,6052,11
248,6098,17
248,6100,17
248,6101,17
248,6102,17
248,6105,17
248,6106,17
248,6110,17
248,6112,17
248,6113,17
248,6123,17
248,6130,17
248,6131,17
248,6139,17
248,6140,17
248,6143,17
248,6147,17
248,6182,17
249,6188,13
249,6189,13
249,6191,13
249,6192,13
249,6193,13
249,6195,13
249,6197,13
249,6198,13
249,6210,13
249,6211,13
249,6215,13
249,6216,13
249,6230,13
252,6281,2
252,6282,2
253,6284,4
253,6288,4
253,6292,4
253,6313,4
254,6333,3
254,6334,3
254,6336,3
255,6340,2
255,6344,2
256,6350,6
256,6352,6
256,6355,6
256,6358,6
256,6362,6
256,6376,6
257,6383,9
257,6384,9
257,6385,9
257,6387,9
257,6389,9
257,6390,9
257,6402,9
257,6404,9
257,6406,9
260,6416,12
260,6417,12
260,6418,12
260,6419,12
260,6420,12
260,6421,12
260,6423,12
260,6429,12
260,6433,12
260,6434,12
260,6436,12
260,6440,12
261,6482,4
261,6484,4
261,6485,4
261,6500,4
264,6538,10
264,6543,10
264,6544,10
264,6548,10
264,6550,10
264,6553,10
264,6555,10
264,6561,10
264,6569,10
264,6582,10
269,6684,23
269,6686,23
269,6687,23
269,6688,23
269,6689,23
269,6690,23
269,6691,23
269,6692,23
269,6694,23
269,6695,23
269,6697,23
269,6698,23
269,6701,23
269,6702,23
269,6703,23
269,6706,23
269,6712,23
269,6717,23
269,6719,23
269,6722,23
269,6727,23
269,6743,23
269,6762,23
271,6808,10
271,6809,10
271,6810,10
271,6812,10
271,6813,10
271,6814,10
271,6815,10
271,6821,10
271,6822,10
271,6827,10
272,6843,13
272,6848,13
272,6851,13
272,6852,13
272,6853,13
272,6854,13
272,6856,13
272,6860,13
272,6862,13
272,6864,13
272,6866,13
272,6867,13
272,6875,13
273,6905,6
273,6908,6
273,6915,6
273,6919,6
273,6920,6
273,6935,6
274,6936,3
274,6940,3
274,6941,3
277,6993,4
277,6998,4
277,7007,4
277,7010,4
279,7055,6
279,7056,6
279,7057,6
279,7058,6
279,7061,6
279,7067,6
280,7101,4
280,7103,4
280,7105,4
280,7140,4
281,7151,3
281,7152,3
281,7154,3
283,7160,6
283,7161,6
283,7167,6
283,7171,6
283,7177,6
283,7204,6
284,7210,6
284,7212,6
284,7213,6
284,7215,6
284,7216,6
284,7250,6
287,7253,3
287,7254,3
287,7274,3
288,7276,10
288,7277,10
288,7278,10
288,7279,10
288,7280,10
288,7281,10
288,7285,10
288,7286,10
288,7290,10
288,7301,10
293,7445,7
293,7446,7
293,7452,7
293,7459,7
293,7461,7
293,7462,7
293,7469,7
294,7474,5
294,7475,5
294,7479,5
294,7490,5
294,7491,5
296,7507,5
296,7508,5
296,7510,5
296,7512,5
296,7519,5
298,7552,2
298,7555,2
300,7583,5
300,7584,5
300,7585,5
300,7589,5
300,7594,5
301,7597,2
301,7599,2
302,7608,4
302,7609,4
302,7614,4
302,7632,4
303,7642,2
303,7652,2
304,7653,21
304,7654,21
304,7655,21
304,7656,21
304,7657,21
304,7658,21
304,7659,21
304,7660,21
304,7662,21
304,7663,21
304,7666,21
304,7667,21
304,7670,21
304,7678,21
304,7682,21
304,7683,21
304,7689,21
304,7690,21
304,7695,21
304,7698,21
304,7703,21
305,7715,5
305,7716,5
305,7720,5
305,7736,5
305,7741,5
306,7755,8
306,7756,8
306,7757,8
306,7761,8
306,7771,8
306,7783,8
306,7787,8
306,7806,8
307,7851,46
307,7852,46
307,7854,46
307,7855,46
307,7856,46
307,7857,46
307,7859,46
307,7860,46
307,7863,46
307,7864,46
307,7866,46
307,7867,46
307,7868,46
307,7869,46
307,7870,46
307,7871,46
307,7872,46
307,7873,46
307,7875,46
307,7876,46
307,7879,46
307,7880,46
307,7882,46
307,7883,46
307,7884,46
307,7885,46
307,7886,46
307,7887,46
307,7889,46
307,7890,46
307,7892,46
307,7893,46
307,7894,46
307,7899,46
307,7901,46
307,7906,46
307,7907,46
307,7909,46
307,7910,46
307,7915,46
307,7919,46
307,7921,46
307,7922,46
307,7924,46
307,7929,46
307,7937,46
310,7940,23
310,7941,23
310,7942,23
310,7943,23
310,7945,23
310,7946,23
310,7947,23
310,7949,23
310,7950,23
310,7951,23
310,7952,23
310,7954,23
310,7958,23
310,7959,23
310,7960,23
310,7963,23
310,7967,23
310,7968,23
310,7970,23
310,7979,23
310,7980,23
310,7986,23
310,8004,23
311,8011,8
311,8012,8
311,8015,8
311,8016,8
311,8019,8
311,8024,8
311,8025,8
311,8029,8
313,8050,28
313,8051,28
313,8052,28
313,8053,28
313,8054,28
313,8055,28
313,8056,28
313,8057,28
313,8058,28
313,8059,28
313,8060,28
313,8062,28
313,8063,28
313,8066,28
313,8067,28
313,8075,28
313,8077,28
313,8078,28
313,8080,28
313,8081,28
313,8083,28
313,8086,28
313,8087,28
313,8088,28
313,8093,28
313,8094,28
313,8095,28
313,8100,28
314,8103,2
314,8104,2
317,8137,18
317,8138,18
317,8139,18
317,8140,18
317,8141,18
317,8142,18
317,8143,18
317,8144,18
317,8145,18
317,8146,18
317,8149,18
317,8156,18
317,8166,18
317,8173,18
317,8180,18
317,8199,18
317,8207,18
317,8213,18
321,8282,4
321,8283,4
321,8286,4
321,8287,4
325,8431,24
325,8432,24
325,8433,24
325,8434,24
325,8436,24
325,8437,24
325,8438,24
325,8439,24
325,8441,24
325,8442,24
325,8443,24
325,8444,24
325,8446,24
325,8456,24
325,8458,24
325,8460,24
325,8463,24
325,8465,24
325,8466,24
325,8472,24
325,8489,24
325,8491,24
325,8499,24
325,8500,24
326,8501,2
326,8505,2
329,8534,8
329,8535,8
329,8536,8
329,8537,8
329,8539,8
329,8540,8
329,8542,8
329,8548,8
330,8566,10
330,8567,10
330,8568,10
330,8569,10
330,8571,10
330,8572,10
330,8574,10
330,8578,10
330,8588,10
330,8596,10
332,8600,3
332,8602,3
332,8605,3
333,8608,7
333,8609,7
333,8610,7
333,8611,7
333,8613,7
333,8614,7
333,8615,7
335,8732,4
335,8735,4
335,8738,4
335,8743,4
338,8913,7
338,8914,7
338,8916,7
338,8917,7
338,8924,7
338,8928,7
338,8942,7
343,9052,15
343,9054,15
343,9055,15
343,9056,15
343,9057,15
343,9059,15
343,9060,15
343,9061,15
343,9064,15
343,9065,15
343,9068,15
343,9073,15
343,9074,15
343,9077,15
343,9091,15
344,9128,2
344,9129,2
345,9133,6
345,9134,6
345,9135,6
345,9137,6
345,9138,6
345,9141,6
347,9146,2
347,9149,2
349,9162,8
349,9163,8
349,9165,8
349,9167,8
349,9168,8
349,9173,8
349,9186,8
349,9192,8
350,9201,4
350,9202,4
350,9205,4
350,9206,4
351,9233,3
351,9236,3
351,9240,3
352,9247,4
352,9250,4
352,9251,4
352,9261,4
353,9263,19
353,9264,19
353,9266,19
353,9268,19
353,9271,19
353,9272,19
353,9274,19
353,9275,19
353,9280,19
353,9283,19
353,9291,19
353,9295,19
353,9297,19
353,9307,19
353,9313,19
353,9314,19
353,9325,19
353,9335,19
353,9341,19
354,9342,68
354,9343,68
354,9344,68
354,9345,68
354,9347,68
354,9348,68
354,9349,68
354,9350,68
354,9351,68
354,9352,68
354,9353,68
354,9354,68
354,9357,68
354,9358,68
354,9359,68
354,9360,68
354,9361,68
354,9363,68
354,9364,68
354,9365,68
354,9366,68
354,9367,68
354,9368,68
354,9369,68
354,9370,68
354,9371,68
354,9372,68
354,9373,68
354,9374,68
354,9376,68
354,9377,68
354,9378,68
354,9380,68
354,9382,68
354,9384,68
354,9385,68
354,9387,68
354,9390,68
354,9391,68
354,9392,68
354,9393,68
354,9395,68
354,9396,68
354,9398,68
354,9399,68
354,9400,68
354,9401,68
354,9402,68
354,9405,68
354,9407,68
354,9409,68
354,9411,68
354,9416,68
354,9418,68
354,9420,68
354,9421,68
354,9422,68
354,9427,68
354,9428,68
354,9431,68
354,9432,68
354,9433,68
354,9434,68
354,9436,68
354,9438,68
354,9439,68
354,9440,68
354,9443,68
356,9448,4
356,9453,4
356,9454,4
356,9457,4
357,9478,2
357,9480,2
359,9519,71
359,9520,71
359,9521,71
359,9522,71
359,9524,71
359,9525,71
359,9526,71
359,9527,71
359,9528,71
359,9529,71
359,9531,71
359,9532,71
359,9533,71
359,9534,71
359,9535,71
359,9536,71
359,9537,71
359,9538,71
359,9540,71
