molecule_id,index,smi1,smi2,smi3,rmsd1,rmsd2,rmsd3,mmffenergy
4,48,[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],0.10096135160628328,6.637765498638101e-05,0.10095006873532117,27.453417819222544
4,49,[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],0.02604929289879856,4.778136744721202e-05,0.026049737134391522,25.31804691942234
4,50,[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])[H],0.028623496083301638,5.780540069630062e-05,0.028618441489252033,17.06372772172797
5,52,[H]c1c([H])c([H])c(N([H])C([H])([H])C#N)c([H])c1[H],[H]c1c([H])c([H])c(N([H])C([H])([H])C#N)c([H])c1[H],[H]c1c([H])c([H])c(N([H])C([H])([H])C#N)c([H])c1[H],0.03052443803748105,6.385319602022063e-05,0.03053547075312075,36.74595390921877
5,53,[H]c1c([H])c([H])c(N([H])C([H])([H])C#N)c([H])c1[H],[H]c1c([H])c([H])c(N([H])C([H])([H])C#N)c([H])c1[H],[H]c1c([H])c([H])c(N([H])C([H])([H])C#N)c([H])c1[H],0.0850392494956392,6.244728881786674e-05,0.08506461348472426,37.95199504089954
6,60,[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],0.0371199697575152,5.6293796010198855e-05,0.03711699653735525,-8.544828594701098
6,61,[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],0.02099172511400088,5.573416125634339e-05,0.020987001630758798,-8.58408276261035
6,64,[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],0.04626229105682734,6.745175104551582e-05,0.04627221740182514,-8.867560449875176
6,65,[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],[H]c1c([H])c(C(=O)N([H])[H])c([H])c(N([H])[H])c1[H],0.03400402475097826,6.768870998269563e-05,0.034010984246051035,-8.968712639986556
7,70,[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],0.05025146941444597,5.365749035062378e-05,0.050243317018234264,17.23995327200793
7,72,[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],0.0719018554855802,5.674702770365918e-05,0.07190825878225152,16.099065317705097
7,73,[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],0.10134205414352751,6.0274425995001094e-05,0.10134893514770096,17.68129879259927
7,91,[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],0.026388246044671406,6.413687999734679e-05,0.026354461488729504,16.076643589431427
7,94,[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],0.06039447996643638,7.676512722545909e-05,0.06037649483524395,16.680708416476435
8,97,[H]Oc1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],0.010842671826331368,4.914396274728662e-05,0.010848210165093549,20.255630458840713
8,99,[H]Oc1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H],0.011946900763500284,5.210330400306388e-05,0.011938329133136853,20.10046768793285
9,102,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.08841533930285041,0.00012985929779727527,0.08852204046564446,65.19604779732448
9,103,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.08917585664535851,7.586884158107387e-05,0.08915345395482195,62.03322702372054
9,104,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.22732809782009789,7.213056032083224e-05,0.2273504665359313,74.8328949949736
9,105,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.1413974906278297,5.394887487771089e-05,0.14140805883303612,64.15972646218715
9,106,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.46113739123229514,6.955305815180733e-05,0.46114726790972965,65.74862489637289
9,107,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.5721828111121354,9.959928651255559e-05,0.5721330366199651,64.24656060143329
9,108,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.06040983045601102,7.795521023309341e-05,0.06040671702276299,68.58119577513166
9,109,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.15337635547746398,9.068729470862006e-05,0.15336899915013266,67.1682629973848
9,111,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.3331589014539244,7.720268231667393e-05,0.3331278709111699,71.9027189246599
9,113,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.08226631437584546,9.557147847039137e-05,0.0823225072590696,68.75650081662496
9,114,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.055717512013471165,4.988433047256523e-05,0.0556989063501389,66.75075917009863
9,115,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.1116401554258501,5.943254420469534e-05,0.11163922040373467,66.00446341581855
9,117,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.04830002519844555,6.0961461606709706e-05,0.0483111141966457,71.11910886707908
9,118,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.06454962197669721,7.035883854526074e-05,0.06455778680496747,69.92055749266635
9,120,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.09821734749914131,6.938086648996527e-05,0.09822914860153854,67.52327782114317
9,121,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.43967864518889055,5.969380624114054e-05,0.43967434554249185,64.22111694618536
9,122,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.37991273369763046,8.822552594108297e-05,0.37986503496984614,71.7757879356019
9,123,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.19401682360480163,6.635172350797688e-05,0.19397851897171248,63.61687737667415
9,124,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.05073846477522431,6.641010859186588e-05,0.050746527764851446,68.090518417493
9,125,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.17919422906106447,7.365586911545129e-05,0.17923976233302777,65.63655746664219
9,126,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.44508195818433427,7.77132069675324e-05,0.4450485145508613,64.33045306062118
9,127,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.3590852220688146,0.00016792958079008701,0.3589506611740808,68.62510866949168
9,128,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.12474893829125118,5.517680874678868e-05,0.12476267108654657,69.19747761172911
9,129,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.12637984478240313,8.748120736580763e-05,0.1264187855916144,72.04060985474717
9,130,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.3303194275604592,0.7328461525726381,0.44523517713641564,65.48008175061273
9,131,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.2755161861488391,6.936493448744428e-05,0.27551889648474,68.2960981350395
9,132,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.10180232621361116,0.00012549092607043173,0.10184530752819816,64.74673530801374
9,133,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.17944770236416002,8.626323477001748e-05,0.17944123194155256,73.43290921551453
9,134,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.1332408344691526,6.968954063759734e-05,0.1332504569493339,65.03807989482253
9,135,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.0685793834380421,8.561492994529077e-05,0.06857581208906231,70.93108211900586
9,137,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.14277907919968025,0.00015349017741604352,0.14274514233676305,62.38388786680297
9,138,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.08130317543680501,9.303901677905745e-05,0.08131912931699804,67.55673395414719
9,142,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.08207966933280782,0.0001165690431869369,0.08205859050486938,67.60033979766438
9,143,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.27091405543977054,6.635676177446698e-05,0.2709374668341693,67.7967617626458
9,145,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.7499731688885574,0.03361622507959454,0.7403735684311714,69.26705384408592
9,148,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.10178918073724559,0.00012264409641736594,0.10178827927367148,66.27419914670044
9,154,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.335496913446919,0.00010380846305290001,0.3354999722182776,70.65342793332806
9,155,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.11068233160397488,7.888254429890384e-05,0.11063770811943395,73.2957117730291
9,158,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.5865218795248934,0.5569927567428317,0.08240349630383903,68.53884478301546
9,160,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.48553641726646823,0.00010149970635261003,0.48546584717694513,68.25407925662599
9,161,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.0660255341435218,7.248484066825238e-05,0.06602668417549604,71.18506699478938
9,166,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.22191491057497267,9.658365404377639e-05,0.22187969943496497,75.64897972834319
9,167,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.20750594921949939,8.061926037778451e-05,0.20747126308767677,68.63976505719856
9,168,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.14397203657609534,9.318997406671e-05,0.14397276851059013,71.09267383441782
9,169,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.7448005516717542,0.00011026133693844722,0.7447508049272764,75.0219554392645
9,171,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.2390220878999191,8.198638713712861e-05,0.2390616696618016,71.70026701609554
9,172,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.6380338796736885,0.6083264026474258,0.050786417581069984,67.8989352056163
9,174,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.14696460795867622,8.622302926646764e-05,0.1469322215685957,69.73832278045634
9,177,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.2788406858770026,7.248483576693266e-05,0.2788918684364829,64.50929961035268
9,179,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.14765768429717782,6.420326146852529e-05,0.1476424529715643,67.47293827350097
9,180,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.3326816432084032,0.11020431674319671,0.26042744167840115,68.5881896860946
9,181,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.5404747031895654,0.7682454325022202,0.25136593625782866,74.38242014544316
9,182,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.14573132465982477,0.00013757891118161022,0.14565906332817066,64.95181304190203
9,185,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.08998462783646757,9.61101415258594e-05,0.08994140850595052,67.66714769205124
9,186,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.31405240032296367,6.034941879252712e-05,0.31404246255258483,64.99327002778247
9,189,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])([H])F,0.43167526537270695,0.637869390130868,0.2563118367700435,70.32699933196832
